prompt_index,example_id,sft_cosine_alignment,sft_explained_fraction,sft_displacement_norm,rl_cosine_alignment,rl_explained_fraction,rl_displacement_norm
97,probe-00097,0.9838498830795288,0.96796053647995,0.7580358982086182,0.9747098684310913,0.9500592947006226,0.0031475296709686518
98,probe-00098,0.9734510779380798,0.9476070404052734,0.7268605828285217,0.960111141204834,0.9218131899833679,0.003572368063032627
99,probe-00099,0.9867330193519592,0.9736418724060059,0.7904717922210693,0.9739505648612976,0.9485796689987183,0.003292276756837964
100,probe-00100,0.9877485632896423,0.9756473302841187,0.7759683728218079,0.9678990840911865,0.9368284344673157,0.003134777769446373
101,probe-00101,0.9799848794937134,0.9603705406188965,0.7875760793685913,0.9523614645004272,0.9069922566413879,0.003266229759901762
102,probe-00102,0.985937237739563,0.9720723628997803,0.7690555453300476,0.97076016664505,0.9423753619194031,0.003319972427561879
103,probe-00103,0.9845446348190308,0.9693283438682556,0.7583429217338562,0.979586660861969,0.9595901370048523,0.0032924730330705643
104,probe-00104,0.9820823669433594,0.9644858837127686,0.7553342580795288,0.9628176093101501,0.9270176291465759,0.0032859507482498884
105,probe-00105,0.9860936403274536,0.972381055355072,0.7609623074531555,0.9693012833595276,0.939544677734375,0.0032757711596786976
106,probe-00106,0.9817350506782532,0.9638039469718933,0.7689114809036255,0.9689440131187439,0.9388525485992432,0.003219326725229621
107,probe-00107,0.9870926141738892,0.9743520617485046,0.8050338625907898,0.977703332901001,0.9559035301208496,0.003313669702038169
108,probe-00108,0.9836053848266602,0.9674795269966125,0.7809808850288391,0.9677090048789978,0.9364604353904724,0.003288084641098976
109,probe-00109,0.9834774732589722,0.9672280550003052,0.7568666338920593,0.9686014652252197,0.9381887316703796,0.003119871485978365
110,probe-00110,0.9849923253059387,0.9702098369598389,0.7518656253814697,0.9653352499008179,0.9318718314170837,0.0032992055639624596
111,probe-00111,0.9787191152572632,0.9578909277915955,0.7354284524917603,0.9617052674293518,0.9248767495155334,0.0032532878685742617
112,probe-00112,0.9810064435005188,0.962373673915863,0.7308892011642456,0.9683454632759094,0.9376927614212036,0.003339162329211831
113,probe-00113,0.9799848794937134,0.9603705406188965,0.7875760793685913,0.9523614645004272,0.9069922566413879,0.003266229759901762
114,probe-00114,0.9818748831748962,0.9640781879425049,0.7587023973464966,0.9689713716506958,0.9389054775238037,0.003082732204347849
115,probe-00115,0.9776053428649902,0.9557121992111206,0.7724459767341614,0.9475110769271851,0.8977770209312439,0.00326437596231699
116,probe-00116,0.9867478609085083,0.9736709594726562,0.7997770309448242,0.9680513143539429,0.9371233582496643,0.003268321044743061
117,probe-00117,0.9877485632896423,0.9756473302841187,0.7759683728218079,0.9678990840911865,0.9368284344673157,0.003134777769446373
118,probe-00118,0.9834883213043213,0.9672491550445557,0.7935792207717896,0.9682124853134155,0.9374351501464844,0.003385673277080059
119,probe-00119,0.98002690076828,0.9604530334472656,0.7824959754943848,0.9660114645957947,0.9331781268119812,0.003446373390033841
120,probe-00120,0.9753354787826538,0.9512794613838196,0.7402737736701965,0.9631283283233643,0.9276161789894104,0.0033291007857769728
121,probe-00121,0.985937237739563,0.9720723628997803,0.7690555453300476,0.97076016664505,0.9423753619194031,0.003319972427561879
122,probe-00122,0.984852135181427,0.9699337482452393,0.8012997508049011,0.9680517911911011,0.9371241927146912,0.0032821069471538067
123,probe-00123,0.9861515164375305,0.9724946618080139,0.7993780970573425,0.9631317853927612,0.9276227355003357,0.003199126338586211
124,probe-00124,0.9844486117362976,0.9691392779350281,0.7685036659240723,0.9666939377784729,0.9344971179962158,0.003265318926423788
125,probe-00125,0.9875742197036743,0.9753029346466064,0.7772789001464844,0.9710185527801514,0.9428770542144775,0.0032763993367552757
126,probe-00126,0.987093448638916,0.9743534326553345,0.7886868119239807,0.9711583256721497,0.943148136138916,0.0032491320744156837
127,probe-00127,0.9859930276870728,0.9721824526786804,0.7807995676994324,0.9661254286766052,0.9333980679512024,0.0032382917124778032
