model,subset_size,repeat,cosine_to_disjoint_confirmation
sft,8,586,0.9957058429718018
sft,8,587,0.9982147812843323
sft,8,588,0.9962645769119263
sft,8,589,0.9955127239227295
sft,8,590,0.9957887530326843
sft,8,591,0.9938093423843384
sft,8,592,0.9978115558624268
sft,8,593,0.9973732233047485
sft,8,594,0.9977781176567078
sft,8,595,0.9970725774765015
sft,8,596,0.9963006377220154
sft,8,597,0.9933950304985046
sft,8,598,0.9973183274269104
sft,8,599,0.9989980459213257
sft,8,600,0.9948453903198242
sft,8,601,0.9977887272834778
sft,8,602,0.9984728097915649
sft,8,603,0.9953611493110657
sft,8,604,0.9978766441345215
sft,8,605,0.9968122243881226
sft,8,606,0.994340717792511
sft,8,607,0.9973345398902893
sft,8,608,0.9983122944831848
sft,8,609,0.9963810443878174
sft,8,610,0.9962650537490845
sft,8,611,0.9985435605049133
sft,8,612,0.9990547299385071
sft,8,613,0.9980714321136475
sft,8,614,0.9990031719207764
sft,8,615,0.9952478408813477
sft,8,616,0.9967547655105591
sft,8,617,0.9966264963150024
sft,8,618,0.9975621700286865
sft,8,619,0.9983549118041992
sft,8,620,0.998888373374939
sft,8,621,0.997367799282074
sft,8,622,0.9958661794662476
sft,8,623,0.9968252182006836
sft,8,624,0.9983258247375488
sft,8,625,0.9982408285140991
sft,8,626,0.9965660572052002
sft,8,627,0.9980605840682983
sft,8,628,0.9989873766899109
sft,8,629,0.9976253509521484
sft,8,630,0.9976092576980591
sft,8,631,0.9980833530426025
sft,8,632,0.9979298114776611
sft,8,633,0.9953200221061707
sft,8,634,0.9978932738304138
sft,8,635,0.9973140954971313
sft,8,636,0.9979101419448853
sft,8,637,0.9935218095779419
sft,8,638,0.998828113079071
sft,8,639,0.9983122944831848
sft,8,640,0.9971912503242493
sft,8,641,0.9937964677810669
sft,8,642,0.9974489808082581
sft,8,643,0.9974898099899292
sft,8,644,0.9941757321357727
sft,8,645,0.9934035539627075
sft,8,646,0.9960054755210876
sft,8,647,0.9972843527793884
sft,8,648,0.9962388873100281
sft,8,649,0.9989590048789978
sft,8,650,0.997149646282196
sft,8,651,0.9983886480331421
sft,8,652,0.9963235855102539
sft,8,653,0.9952802658081055
sft,8,654,0.9975065588951111
sft,8,655,0.9987214803695679
sft,8,656,0.9966815710067749
sft,8,657,0.9977162480354309
sft,8,658,0.9981482625007629
sft,8,659,0.9940725564956665
sft,8,660,0.9985122680664062
sft,8,661,0.9987366199493408
sft,8,662,0.997420608997345
sft,8,663,0.9961303472518921
sft,8,664,0.9979655742645264
sft,8,665,0.9984166622161865
sft,8,666,0.9948155879974365
sft,8,667,0.9980847835540771
sft,8,668,0.9986046552658081
sft,8,669,0.9972720742225647
sft,8,670,0.9980791807174683
sft,8,671,0.9958476424217224
sft,8,672,0.9984196424484253
sft,8,673,0.9985524415969849
sft,8,674,0.9952403903007507
sft,8,675,0.9982060194015503
sft,8,676,0.9966105222702026
sft,8,677,0.9949822425842285
sft,8,678,0.9956040382385254
sft,8,679,0.9969361424446106
sft,8,680,0.9985702037811279
sft,8,681,0.9971075057983398
sft,8,682,0.9971821904182434
sft,8,683,0.9973925948143005
sft,8,684,0.997859537601471
sft,8,685,0.9959107041358948
sft,8,686,0.9977243542671204
sft,8,687,0.9969761371612549
sft,8,688,0.9953593611717224
sft,8,689,0.9976679682731628
sft,8,690,0.9970784783363342
sft,8,691,0.998740553855896
sft,8,692,0.996971607208252
sft,8,693,0.9984067678451538
sft,8,694,0.9975138306617737
sft,8,695,0.9975135922431946
sft,8,696,0.9979172945022583
sft,8,697,0.9973757863044739
sft,8,698,0.9992527365684509
sft,8,699,0.9979157447814941
sft,8,700,0.9989292621612549
sft,8,701,0.9972456693649292
sft,8,702,0.9960327744483948
sft,8,703,0.9982751607894897
sft,8,704,0.9962391257286072
sft,8,705,0.9972659349441528
sft,8,706,0.9951866865158081
sft,8,707,0.9976233243942261
sft,8,708,0.9973840713500977
sft,8,709,0.9980436563491821
sft,8,710,0.995678186416626
sft,8,711,0.9952148795127869
sft,8,712,0.9986931085586548
sft,8,713,0.9973686337471008
sft,8,714,0.9988434910774231
sft,8,715,0.9984298944473267
sft,8,716,0.9968525767326355
sft,8,717,0.9977709054946899
sft,8,718,0.9987651109695435
sft,8,719,0.9989250898361206
sft,8,720,0.9976049065589905
sft,8,721,0.9980331659317017
sft,8,722,0.9976092576980591
sft,8,723,0.9972587823867798
sft,8,724,0.9971204400062561
sft,8,725,0.9987068772315979
sft,8,726,0.9940942525863647
sft,8,727,0.99818354845047
sft,8,728,0.9969504475593567
sft,8,729,0.9968645572662354
sft,8,730,0.997145414352417
sft,8,731,0.9980869889259338
sft,8,732,0.9972000122070312
sft,8,733,0.9978514909744263
sft,8,734,0.9980090260505676
sft,8,735,0.9975194334983826
sft,8,736,0.9989001154899597
sft,8,737,0.9973887205123901
sft,8,738,0.9961862564086914
sft,8,739,0.996338963508606
sft,8,740,0.995811939239502
sft,8,741,0.9966643452644348
sft,8,742,0.9955757856369019
sft,8,743,0.9973878860473633
sft,8,744,0.9981403946876526
sft,8,745,0.99619060754776
sft,8,746,0.9990336298942566
sft,8,747,0.9985452890396118
sft,8,748,0.9980097413063049
sft,8,749,0.996960461139679
sft,8,750,0.9989340901374817
sft,8,751,0.9955398440361023
sft,8,752,0.9991711378097534
sft,8,753,0.9972524046897888
sft,8,754,0.9985045194625854
sft,8,755,0.9945816397666931
sft,8,756,0.9988847970962524
sft,8,757,0.9982450008392334
sft,8,758,0.9948173761367798
sft,8,759,0.9973543882369995
sft,8,760,0.998332142829895
sft,8,761,0.9975579380989075
sft,8,762,0.9930893778800964
sft,8,763,0.999207079410553
sft,8,764,0.9939860701560974
sft,8,765,0.998298168182373
sft,8,766,0.9958440065383911
sft,8,767,0.9969865083694458
sft,8,768,0.9982392191886902
sft,8,769,0.9980271458625793
sft,8,770,0.9974437952041626
sft,8,771,0.9975120425224304
sft,8,772,0.9985729455947876
sft,8,773,0.9979984760284424
sft,8,774,0.9984424710273743
sft,8,775,0.9988865852355957
sft,8,776,0.9982919096946716
sft,8,777,0.9953019618988037
sft,8,778,0.996121346950531
sft,8,779,0.9945623874664307
sft,8,780,0.9980149865150452
sft,8,781,0.9965156316757202
sft,8,782,0.9954590797424316
sft,8,783,0.9985169768333435
sft,8,784,0.998220682144165
sft,8,785,0.9975160956382751
sft,8,786,0.9992043972015381
sft,8,787,0.9987980127334595
sft,8,788,0.9975559711456299
sft,8,789,0.9969887137413025
sft,8,790,0.9992736577987671
sft,8,791,0.9956998229026794
sft,8,792,0.9972615838050842
sft,8,793,0.9951950311660767
sft,8,794,0.9951794743537903
sft,8,795,0.9969171285629272
sft,8,796,0.9987661838531494
sft,8,797,0.9974679350852966
sft,8,798,0.9934422373771667
sft,8,799,0.9955337047576904
sft,8,800,0.9947899580001831
sft,8,801,0.9991183280944824
sft,8,802,0.9977375268936157
sft,8,803,0.9987846612930298
sft,8,804,0.9982977509498596
sft,8,805,0.9985929727554321
sft,8,806,0.9956673979759216
sft,8,807,0.9987419247627258
sft,8,808,0.9982630014419556
sft,8,809,0.9967724084854126
sft,8,810,0.9973772168159485
sft,8,811,0.9950907826423645
sft,8,812,0.9980581998825073
sft,8,813,0.9956713914871216
sft,8,814,0.9972822666168213
sft,8,815,0.9993021488189697
sft,8,816,0.9974496960639954
sft,8,817,0.9937089681625366
sft,8,818,0.9975748062133789
sft,8,819,0.9978645443916321
sft,8,820,0.9973655939102173
sft,8,821,0.9988895654678345
sft,8,822,0.9974459409713745
sft,8,823,0.996012270450592
sft,8,824,0.9981265068054199
sft,8,825,0.99683678150177
sft,8,826,0.9979832172393799
sft,8,827,0.9980427026748657
sft,8,828,0.9979013204574585
sft,8,829,0.9985318779945374
sft,8,830,0.9968806505203247
sft,8,831,0.9989661574363708
sft,8,832,0.9971761107444763
sft,8,833,0.9979784488677979
sft,8,834,0.9940177202224731
sft,8,835,0.9988899827003479
sft,8,836,0.9978913068771362
sft,8,837,0.9975367784500122
sft,8,838,0.997997522354126
sft,8,839,0.9940363764762878
sft,8,840,0.998711347579956
sft,8,841,0.9958204030990601
sft,8,842,0.9986188411712646
sft,8,843,0.9972125291824341
sft,8,844,0.9976192116737366
sft,8,845,0.9967119097709656
sft,8,846,0.9987761974334717
sft,8,847,0.9963671565055847
sft,8,848,0.9965896606445312
sft,8,849,0.9976966381072998
sft,8,850,0.998531699180603
sft,8,851,0.9972602128982544
sft,8,852,0.9975616931915283
sft,8,853,0.9978592991828918
sft,8,854,0.9983593225479126
sft,8,855,0.9966727495193481
sft,8,856,0.9951006770133972
sft,8,857,0.9916020631790161
sft,8,858,0.9984106421470642
sft,8,859,0.9969626665115356
sft,8,860,0.997450053691864
sft,8,861,0.994475781917572
sft,8,862,0.9972333312034607
sft,8,863,0.9984437227249146
sft,8,864,0.9975720643997192
sft,8,865,0.9973403811454773
sft,8,866,0.98934006690979
sft,8,867,0.997941255569458
sft,8,868,0.996877908706665
sft,8,869,0.994550347328186
sft,8,870,0.9969601035118103
sft,8,871,0.9971856474876404
sft,8,872,0.997225821018219
sft,8,873,0.996738076210022
sft,8,874,0.9990428686141968
sft,8,875,0.9972475171089172
sft,8,876,0.9963697195053101
sft,8,877,0.9971584677696228
